"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"20260827","","06055HAH6","","BANK OF AMERICA CORP Variable rate","","",160760668.81,0.0258,155649000.0,1.0328,"USD","",""
"20260827","","949746804","WFC.L","Wells Fargo & Company, Series L, 7.500%","","",122022810.0,0.0196,104293.0,1170.0,"USD","",""
"20260827","","06738EBX2","","BARCLAYS PLC Variable rate","","",105217800.0,0.0169,100000000.0,1.0522,"USD","",""
"20260827","","65339K837","NEE.U","NextEra Energy Capital Holdings, Inc., Series U, 6.500%, Due 06/01/2085","","",82142818.75,0.0132,3458645.0,23.75,"USD","",""
"20260827","","172967QJ3","","CITIGROUP INC Series HH, Variable rate","","",82043506.51,0.0131,81035000.0,1.0124,"USD","",""
"20260827","","05602XQS0","","BNP PARIBAS Variable rate","","",79546016.0,0.0127,80000000.0,0.9943,"USD","",""
"20260827","","225313AT2","","CREDIT AGRICOLE SA Variable rate","","",76381968.51,0.0122,75172000.0,1.0161,"USD","",""
"20260827","","48128BAQ4","","JPMORGAN CHASE & CO Variable rate","","",75684290.4,0.0121,73350000.0,1.0318,"USD","",""
"20260827","","98389B878","XELLL","Xcel Energy Inc., 6.250%, Due 10/15/2085","","",75248369.98,0.0121,3338437.0,22.54,"USD","",""
"20260827","","416515BC7","","THE HARTFORD INSUR GRP INC Variable rate, due 02/12/2047","","",69648839.25,0.0112,69648000.0,1.0,"USD","",""
"20260827","","92343VJM7","","VERIZON COMMUNICATIONS Variable rate, due 02/15/2057","","",68404433.71,0.011,68336000.0,1.001,"USD","",""
"20260827","","808513BJ3","","CHARLES SCHWAB CORP Series H, Variable rate","","",68251017.37,0.0109,73169000.0,0.9328,"USD","",""
"20260827","","21871X208","CRBD","Corebridge Financial, Inc., 6.375%, Due 12/15/2064","","",65534348.88,0.0105,3000657.0,21.84,"USD","",""
"20260827","","38141GA79","","GOLDMAN SACHS GROUP INC Variable rate","","",65648980.44,0.0105,63323000.0,1.0367,"USD","",""
"20260827","","02369GAA3","","AMER AGCREDIT ACA Variable rate","","",64242290.0,0.0103,64250000.0,0.9999,"USD","",""
"20260827","","06368LQ58","","BANK OF MONTREAL Variable rate, due 05/26/2084","","",63642278.4,0.0102,60800000.0,1.0467,"USD","",""
"20260827","","87264A204","TMUSZ","T-Mobile USA Inc., 5.50%, Due 03/01/2070","","",63808467.0,0.0102,3158835.0,20.2,"USD","",""
"20260827","","29359U109","ESGRF","Enstar Group Limited, Series D, 7.000%, Variable Rate","","",61150107.6,0.0098,2699784.0,22.65,"USD","",""
"20260827","","233331792","DTK","DTE Energy Company, Series H, 6.25%, Due 10/01/2085","","",60581917.49,0.0097,2621459.0,23.11,"USD","",""
"20260827","","00775V104","AEFC","Aegon Funding Company LLC, 5.100%, Due 12/15/2049","","",59000186.74,0.0095,3252491.0,18.14,"USD","",""
"20260827","","05971KAQ2","","BANCO SANTANDER SA Variable rate","","",59212777.8,0.0095,50600000.0,1.1702,"USD","",""
"20260827","","456837BT9","","ING GROEP NV Variable rate","","",59373732.6,0.0095,58107000.0,1.0218,"USD","",""
