"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-07-15","PFEP0607986","PFEP0607986","KKR-D","KKR D","KKR & Co Inc 6.250%","Preferred Stock","1357941.0","1367941.0","10000.0","657976.1025","662209.5488","4233.4463","41.44","414400.0","BUY","1","KKR-PD",194465,0.1,25.0,65.76,0.0
"2026-07-15","PFEP0604199","PFEP0604199","BANC-F","BANC F","Banc of California Inc 7.750%","Preferred Stock","2126048.0","2111733.0","-14315.0","524893.7797","521492.0643","-3401.7154","25.32","-362455.8","SELL","1","BANC-PF",48688,0.3,25.0,1.28,0.0
"2026-07-15","PFEP0600601","PFEP0600601","BWNB","BWNB","Babcock & Wilcox Enterprises Inc 6.500%","Preferred Stock","213919.0","205335.0","-8584.0","51284.7063","49380.3354","-1904.3709","25.13","-215715.92","SELL","1","BWNB",12033,0.7,25.0,0.52,0.0
"2026-07-15","PFEP0611160","PFEP0611160","CTGG","CTGG","Qwest Corp 6.500%","Preferred Stock","2454632.0","2464632.0","10000.0","432366.051","434091.4933","1725.4423","17.25","172500.0","BUY","1","CTGG",257320,0.0,25.0,-31.0,0.0
"2026-07-15","PFEP0610261","PFEP0610261","FCNCN","FCNCN","First Citizens BancShares Inc/NC 6.625%","Preferred Stock","1972068.0","1966267.0","-5801.0","493447.7978","491997.5478","-1450.25","25.34","-146997.34","SELL","1","FCNCN",58090,0.1,25.0,1.36,0.0
"2026-07-15","PFEP0611186","PFEP0611186","CTHH","CTHH","Qwest Corp 6.750%","Preferred Stock","2165878.0","2173594.0","7716.0","384756.9059","386111.0062","1354.1003","17.5","135030.0","BUY","1","CTHH",164780,0.0,25.0,-30.0,0.0
"2026-07-15","PFEP0608901","PFEP0608901","METCI","METCI","Ramaco Resources Inc 8.250%","Preferred Stock","374248.0","369184.0","-5064.0","94018.1982","92752.1982","-1266.0","24.94","-126296.16","SELL","1","METCI",4037,1.3,25.0,-0.24,0.31
"2026-07-15","PFEP0609800","PFEP0609800","RWTQ","RWTQ","Redwood Trust Inc 9.500%","Preferred Stock","581608.0","585844.0","4236.0","145033.5036","146074.1699","1040.6663","24.57","104078.52","BUY","1","RWTQ",13063,0.3,25.0,-1.72,0.52
"2026-07-15","PFEP0605642","PFEP0605642","MITP","MITP","TPG Mortgage Investment Trust Inc 9.500%","Preferred Stock","238104.0","234416.0","-3688.0","60140.9139","59218.9139","-922.0","25.62","-94486.56","SELL","1","MITP",5813,0.6,25.0,2.48,0.0
"2026-07-15","PFEP0607622","PFEP0607622","RWTP","RWTP","Redwood Trust Inc 9.125%","Preferred Stock","466292.0","469292.0","3000.0","115030.6481","115771.2294","740.5813","24.7","74100.0","BUY","1","RWTP",5660,0.5,25.0,-1.2,0.6
"2026-07-15","PFEP0606301","PFEP0606301","TRINI","TRINI","Trinity Capital Inc 7.875%","Preferred Stock","246180.0","243430.0","-2750.0","62476.1166","61779.8066","-696.31","25.18","-69245.0","SELL","1","TRINI",10220,0.3,25.0,0.72,0.0
"2026-07-15","PFEP0603993","PFEP0603993","ABXL","ABXL","Abacus Global Management Inc 9.875%","Preferred Stock","15836.0","13412.0","-2424.0","4074.5148","3442.52","-631.9948","25.72","-62345.28","SELL","1","ABXL",8110,0.3,25.0,2.88,0.0
"2026-07-15","PFEP0604009","PFEP0604009","ET-I","ET I","Energy Transfer LP 9.250%","Preferred Stock","4981674.0","4976519.0","-5155.0","569938.0116","569427.0314","-510.9802","11.6","-59798.0","SELL","1","ET-PI",67694,0.1,25.0,-53.6,5.36
"2026-07-15","PFEP0603704","PFEP0603704","GNL-D","GNL D","Global Net Lease Inc 7.500%","Preferred Stock","2147351.0","2144987.0","-2364.0","443025.8285","442613.9601","-411.8684","23.82","-56310.48","SELL","1","GNL-PD",15207,0.2,25.0,-4.72,0.94
"2026-07-15","PFEP0607275","PFEP0607275","MBINL","MBINL","Merchants Bancorp/IN 7.625%","Preferred Stock","1942564.0","1940564.0","-2000.0","464535.9518","464035.9518","-500.0","24.88","-49760.0","SELL","1","MBINL",22187,0.1,25.0,-0.48,0.05
