"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-09-15","PFEP0611103","PFEP0611103","GOOGM","GOOGM","Alphabet Inc 6.250%","Preferred Stock","1071411.0","1142851.0","71440.0","538134.6465","572995.1619","34860.5154","49.27","3519848.8","BUY","4","GOOGM",1105553,0.1,25.0,97.08,0.0
"2026-09-15","PFEP0611111","PFEP0611111","GOOGN","GOOGN","Alphabet Inc 6.250%","Preferred Stock","995482.0","1051155.0","55673.0","500762.3911","527945.7484","27183.3573","49.02","2729090.46","BUY","4","GOOGN",1404638,0.0,25.0,96.08,0.0
"2026-09-15","PFEP0608885","PFEP0608885","STRC","STRC","Strategy Inc 3.958%","Preferred Stock","99132.0","83496.0","-15636.0","88908.729","74971.9004","-13936.8286","98.41","-1538738.76","SELL","4","STRC",1418745,0.0,25.0,293.64,0.0
"2026-09-15","PFEP0607085","PFEP0607085","BA-A","BA A","Boeing Co/The 6.000%","Preferred Stock","802373.0","819709.0","17336.0","558106.7931","569423.5745","11316.7814","65.07","1128053.52","BUY","4","BA-PA",841009,0.0,25.0,160.28,0.0
"2026-09-15","PFEP0604066","PFEP0604066","SCE-M","SCE M","SCE Trust VII 7.500%","Preferred Stock","71993.0","91083.0","19090.0","17250.8101","21712.1727","4461.3626","23.33","445369.7","BUY","4","SCE-PM",67020,0.3,25.0,-6.68,2.0
"2026-09-15","PFEP0608562","PFEP0608562","STRD","STRD","Strategy Inc 10.000%","Preferred Stock","1022777.0","1028377.0","5600.0","739001.32","743982.1267","4980.8067","72.84","407904.0","BUY","4","STRD",111252,0.1,25.0,191.36,0.0
"2026-09-15","PFEP0605626","PFEP0605626","SCE-N","SCE N","SCE Trust VIII 6.950%","Preferred Stock","289968.0","300473.0","10505.0","69113.2236","71417.6803","2304.4567","22.01","231215.05","BUY","4","SCE-PN",46534,0.2,25.0,-11.96,2.39
"2026-09-15","PFEP0607986","PFEP0607986","KKR-D","KKR D","KKR & Co Inc 6.250%","Preferred Stock","1462166.0","1457310.0","-4856.0","702976.1307","701076.0913","-1900.0394","45.34","-220171.04","SELL","4","KKR-PD",465599,0.0,25.0,81.36,0.0
"2026-09-15","PFEP0610378","PFEP0610378","ORCL-D","ORCL D","Oracle Corp 6.500%","Preferred Stock","1415359.0","1410655.0","-4704.0","698250.888","696421.0319","-1829.8561","46.25","-217560.0","SELL","4","ORCL-PD",726322,0.0,25.0,85.0,0.0
"2026-09-15","PFEP0599472","PFEP0599472","TDS-V","TDS V","Telephone and Data Systems Inc 6.000%","Preferred Stock","3087078.0","3076822.0","-10256.0","600196.3126","598804.0053","-1392.3073","18.47","-189428.32","SELL","4","TDS-PV",26361,0.4,25.0,-26.12,10.45
