"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-08-21","04686J507","04686J507","ATH-E","ATH.E","Athene Holding Ltd., Series E, 7.750% Variable Rate","","1107001.0","1101653.0","-5348.0","0.0045","0.0044","-0.0001","25.25","-135037.0","SELL","1","ATH-PE",30563,0.2,25.0,1.0,0.0
"2026-08-21","04686J861","04686J861","ATH-A","ATH.A","Athene Holding Ltd., Series A, 6.35% Variable Rate","","1627274.0","1632315.0","5041.0","0.0062","0.0062","0.0","23.77","119824.57","BUY","1","ATH-PA",67962,0.1,25.0,-4.92,0.49
"2026-08-21","893526681","893526681","TRPCN","TCPA","TransCanada Pipelines Limited, 6.25%, Due 11/01/2085","","602132.0","606177.0","4045.0","0.0022","0.0022","0.0","22.21","89839.45","BUY","1","","","",25.0,-11.16,""
"2026-08-21","61762V838","61762V838","MS-Q","MS.Q","Morgan Stanley, Series Q, 6.625%","","398053.0","395480.0","-2573.0","0.0016","0.0016","0.0","25.49","-65585.77","SELL","1","MS-PQ",48142,0.1,25.0,1.96,0.0
"2026-08-21","12542R506","12542R506","CHSCN","CHSCN","CHS Inc., Series 2, 7.100%, Variable Rate","","92361.0","90244.0","-2117.0","0.0004","0.0004","0.0","25.15","-53242.55","SELL","1","CHSCN",18634,0.1,25.0,0.6,0.0
"2026-08-21","11259P109","11259P109","BEPUCN","BEPH","Brookfield BRP Holdings (Canada) Inc., 4.625%","","885898.0","883200.0","-2698.0","0.0022","0.0021","-0.0001","15.2","-41009.6","SELL","1","","","",25.0,-39.2,""
"2026-08-21","G16249156","G16249156","BPY-A2","BPYPO","Brookfield Property Partners LP, Series A2, 6.375%","","719409.0","717426.0","-1983.0","0.0018","0.0018","0.0","15.29","-30320.07","SELL","1","","","",25.0,-38.84,""
"2026-08-21","379378300","379378300","GNL-A","GNL.A","Global Net Lease, Inc., Series A, 7.25%","","491146.0","490535.0","-611.0","0.0018","0.0018","0.0","23.0","-14053.0","SELL","1","GNL-PA",7370,0.1,25.0,-8.0,0.8
"2026-08-21","172967PM7","172967PM7","C-DD","","CITIGROUP INC Series DD, Variable rate","","20832000.0","20832000.0","0.0","0.0034","0.0034","0.0","1.0293","0.0","UNCHANGED","1","","","","","",""
"2026-08-21","48253M104","48253M104","KKR","KKRS","KKR Group Finance Co. IX LLC, 4.625%, Due 04/01/2061","","988717.0","988717.0","0.0","0.0026","0.0026","0.0","16.19","0.0","UNCHANGED","1","","","","","",""
