"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-02-19","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1428435.0,1428558.0,123.0,0.0477,0.0468,-0.0009,74.27,9135.21,"BUY",1
"2026-02-19","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",947005.0,947086.0,81.0,0.0287,0.0283,-0.0004,67.76,5488.56,"BUY",1
"2026-02-19","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",42039.0,42043.0,4.0,0.0232,0.0233,0.0001,1256.54,5026.16,"BUY",1
"2026-02-19","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","",1717592.0,1717740.0,148.0,0.0224,0.0225,0.0001,29.7,4395.6,"BUY",1
"2026-02-19","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",997029.0,997115.0,86.0,0.0196,0.0195,-0.0001,44.26,3806.36,"BUY",1
"2026-02-19","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",752102.0,752166.0,64.0,0.0187,0.0188,0.0001,56.565,3620.16,"BUY",1
"2026-02-19","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",594974.0,595025.0,51.0,0.0181,0.0178,-0.0003,67.89,3462.39,"BUY",1
"2026-02-19","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",580480.0,580529.0,49.0,0.0152,0.0151,-0.0001,59.06,2893.94,"BUY",1
"2026-02-19","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",565454.0,565503.0,49.0,0.013,0.0132,0.0002,52.76,2585.24,"BUY",1
"2026-02-19","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23896.0,23898.0,2.0,0.0132,0.0132,0.0,1256.06,2512.12,"BUY",1
