"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-02-26","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1432125.0,1432125.0,0.0,0.0463,0.0464,0.0001,73.36,0.0,"UNCHANGED",1
"2026-02-26","BMFV904","BMFV904","USB-L","USB","USB 3 3/4 PERP","",375934.0,375934.0,0.0,0.0026,0.0026,0.0,15.62,0.0,"UNCHANGED",1
"2026-02-26","BZC0L09","BZC0L09","ETR","ETR","ETR 4 7/8 09/01/66","",323845.0,323845.0,0.0,0.0031,0.003,-0.0001,21.3453,0.0,"UNCHANGED",1
"2026-02-26","BJP1KW2","BJP1KW2","F","F","F 6 12/01/59","",604012.0,604012.0,0.0,0.0056,0.0056,0.0,21.18,0.0,"UNCHANGED",1
"2026-02-26","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",828221.0,828221.0,0.0,0.0091,0.0091,0.0,24.97,0.0,"UNCHANGED",1
"2026-02-26","BK26FC2","BK26FC2","TRTN","TRTN","TRTN 7 3/8 PERP","",131862.0,131862.0,0.0,0.0014,0.0015,0.0001,25.05,0.0,"UNCHANGED",1
"2026-02-26","BQ0QJ57","BQ0QJ57","MBIN","MBIN","MBIN 8 1/4 PERP","",109673.0,109673.0,0.0,0.0012,0.0012,0.0,25.54,0.0,"UNCHANGED",1
"2026-02-26","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",891147.0,891147.0,0.0,0.0083,0.0084,0.0001,21.29,0.0,"UNCHANGED",1
"2026-02-26","BQMS207","BQMS207","HBAN-J","HBAN","HBAN 6 7/8 PERP","",245510.0,245510.0,0.0,0.0028,0.0028,0.0,25.51,0.0,"UNCHANGED",1
"2026-02-26","BF2N465","BF2N465","RLJ-A","RLJ","RLJ 1.95 PERP","",254005.0,254005.0,0.0,0.0028,0.0028,0.0,25.45,0.0,"UNCHANGED",1
"2026-02-26","BMG9SY4","BMG9SY4","RGA","RGA","RGA 7 1/8 10/15/52","",530957.0,530957.0,0.0,0.006,0.006,0.0,25.75,0.0,"UNCHANGED",1
"2026-02-26","B0B87W3","B0B87W3","MET-A","MET","MET 4.98481 PERP","",450579.0,450579.0,0.0,0.0043,0.0043,0.0,21.7,0.0,"UNCHANGED",1
"2026-02-26","B07GC93","B07GC93","GS-A","GS","GS 4.65149 PERP","",572628.0,572628.0,0.0,0.005,0.005,0.0,19.86,0.0,"UNCHANGED",1
"2026-02-26","BSLKYN5","BSLKYN5","ATH","ATH","ATH 7 1/4 03/30/64","",438966.0,438966.0,0.0,0.0049,0.0049,0.0,25.28,0.0,"UNCHANGED",1
"2026-02-26","BJN6RX9","BJN6RX9","BAC-KK","BAC","BAC 5 3/8 PERP","",424272.0,424272.0,0.0,0.0043,0.0043,0.0,22.7631,0.0,"UNCHANGED",1
"2026-02-26","BG844G9","BG844G9","PRU","PRU","PRU 5 5/8 08/15/58","",435464.0,435464.0,0.0,0.0046,0.0047,0.0001,24.2,0.0,"UNCHANGED",1
"2026-02-26","BK72JQ7","BK72JQ7","PSA-J","PSA","PSA 4.7 PERP","",199300.0,199300.0,0.0,0.0017,0.0017,0.0,19.095,0.0,"UNCHANGED",1
"2026-02-26","BF4YJ94","BF4YJ94","MS-E","MS","MS 7 1/8 PERP","",438232.0,438232.0,0.0,0.0049,0.0049,0.0,25.48,0.0,"UNCHANGED",1
"2026-02-26","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",754022.0,754022.0,0.0,0.0193,0.0187,-0.0006,56.0476,0.0,"UNCHANGED",1
"2026-02-26","BL3BQ19","BL3BQ19","MET-F","MET","MET 4 3/4 PERP","",757885.0,757885.0,0.0,0.0066,0.0066,0.0,19.6031,0.0,"UNCHANGED",1
"2026-02-26","BNM9HL5","BNM9HL5","RF","RF","RF 6.95 PERP","",378516.0,378516.0,0.0,0.0043,0.0043,0.0,25.76,0.0,"UNCHANGED",1
"2026-02-26","BP91X65","BP91X65","WFC-DD","WFC","WFC 4 1/4 PERP","",523045.0,523045.0,0.0,0.0042,0.0041,-0.0001,17.8544,0.0,"UNCHANGED",1
"2026-02-26","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","",1722032.0,1722032.0,0.0,0.0225,0.0226,0.0001,29.67,0.0,"UNCHANGED",1
"2026-02-26","BMFDGD2","BMFDGD2","USB-M","USB","USB 4 PERP","",590797.0,590797.0,0.0,0.0043,0.0043,0.0,16.69,0.0,"UNCHANGED",1
"2026-02-26","BRT81P5","BRT81P5","CFG-I","CFG","CFG 6 1/2 PERP","",306884.0,306884.0,0.0,0.0035,0.0035,0.0,25.625,0.0,"UNCHANGED",1
"2026-02-26","BMW6VL7","BMW6VL7","JXN","JXN","JXN 8 PERP","",413643.0,413643.0,0.0,0.0047,0.0047,0.0,25.95,0.0,"UNCHANGED",1
"2026-02-26","BK77YC3","BK77YC3","SYF-A","SYF","SYF 5 5/8 PERP","",573608.0,573608.0,0.0,0.005,0.005,0.0,19.87,0.0,"UNCHANGED",1
