"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-03-18","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1383781.0,1382247.0,-1534.0,0.043,0.0423,-0.0007,66.78,-102440.52,"SELL",1
"2026-03-18","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",1038923.0,1037779.0,-1144.0,0.0319,0.0319,0.0,67.0,-76648.0,"SELL",1
"2026-03-18","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",41073.0,41021.0,-52.0,0.0221,0.0221,0.0,1173.5,-61022.0,"SELL",1
"2026-03-18","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","",1741093.0,1739143.0,-1950.0,0.0235,0.0237,0.0002,29.69,-57895.5,"SELL",1
"2026-03-18","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",1067158.0,1065962.0,-1196.0,0.0193,0.0196,0.0003,40.09,-47947.64,"SELL",1
"2026-03-18","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",743714.0,742882.0,-832.0,0.0191,0.019,-0.0001,55.73,-46367.36,"SELL",1
"2026-03-18","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",616177.0,615514.0,-663.0,0.0161,0.0162,0.0001,57.35,-38023.05,"SELL",1
"2026-03-18","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",559561.0,558937.0,-624.0,0.0152,0.0152,0.0,59.34,-37028.16,"SELL",1
"2026-03-18","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",567159.0,566522.0,-637.0,0.0136,0.0134,-0.0002,51.7,-32932.9,"SELL",1
"2026-03-18","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23400.0,23374.0,-26.0,0.013,0.0129,-0.0001,1207.24,-31388.24,"SELL",1
"2026-03-18","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","",589527.0,588864.0,-663.0,0.012,0.012,0.0,44.46,-29476.98,"SELL",1
"2026-03-18","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","",1343952.0,1342470.0,-1482.0,0.0116,0.0116,0.0,18.82,-27891.24,"SELL",1
"2026-03-18","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","",1008584.0,1007453.0,-1131.0,0.0101,0.0101,0.0,21.97,-24848.07,"SELL",1
