"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-02-24","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1428558.0,1428558.0,0.0,0.0464,0.0469,0.0005,74.22,0.0,"UNCHANGED",1
"2026-02-24","BMFV904","BMFV904","USB-L","USB","USB 3 3/4 PERP","",374977.0,374977.0,0.0,0.0026,0.0026,0.0,15.565,0.0,"UNCHANGED",1
"2026-02-24","BZC0L09","BZC0L09","ETR","ETR","ETR 4 7/8 09/01/66","",323062.0,323062.0,0.0,0.0031,0.0031,0.0,21.575,0.0,"UNCHANGED",1
"2026-02-24","BJP1KW2","BJP1KW2","F","F","F 6 12/01/59","",602504.0,602504.0,0.0,0.0057,0.0056,-0.0001,21.15,0.0,"UNCHANGED",1
"2026-02-24","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",826162.0,826162.0,0.0,0.0091,0.0091,0.0,24.96,0.0,"UNCHANGED",1
"2026-02-24","BK26FC2","BK26FC2","TRTN","TRTN","TRTN 7 3/8 PERP","",131543.0,131543.0,0.0,0.0015,0.0015,0.0,25.06,0.0,"UNCHANGED",1
"2026-02-24","BQ0QJ57","BQ0QJ57","MBIN","MBIN","MBIN 8 1/4 PERP","",109412.0,109412.0,0.0,0.0012,0.0012,0.0,25.58,0.0,"UNCHANGED",1
"2026-02-24","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",888943.0,888943.0,0.0,0.0084,0.0084,0.0,21.3,0.0,"UNCHANGED",1
"2026-02-24","BQMS207","BQMS207","HBAN-J","HBAN","HBAN 6 7/8 PERP","",244872.0,244872.0,0.0,0.0028,0.0028,0.0,25.58,0.0,"UNCHANGED",1
"2026-02-24","BF2N465","BF2N465","RLJ-A","RLJ","RLJ 1.95 PERP","",253396.0,253396.0,0.0,0.0029,0.0028,-0.0001,25.43,0.0,"UNCHANGED",1
"2026-02-24","BMG9SY4","BMG9SY4","RGA","RGA","RGA 7 1/8 10/15/52","",529623.0,529623.0,0.0,0.006,0.006,0.0,25.58,0.0,"UNCHANGED",1
"2026-02-24","B0B87W3","B0B87W3","MET-A","MET","MET 4.98481 PERP","",449448.0,449448.0,0.0,0.0043,0.0043,0.0,21.77,0.0,"UNCHANGED",1
"2026-02-24","B07GC93","B07GC93","GS-A","GS","GS 4.65149 PERP","",571236.0,571236.0,0.0,0.0051,0.005,-0.0001,19.85,0.0,"UNCHANGED",1
"2026-02-24","BSLKYN5","BSLKYN5","ATH","ATH","ATH 7 1/4 03/30/64","",437893.0,437893.0,0.0,0.0049,0.0049,0.0,25.42,0.0,"UNCHANGED",1
"2026-02-24","BJN6RX9","BJN6RX9","BAC-KK","BAC","BAC 5 3/8 PERP","",423228.0,423228.0,0.0,0.0043,0.0043,0.0,23.09,0.0,"UNCHANGED",1
"2026-02-24","BG844G9","BG844G9","PRU","PRU","PRU 5 5/8 08/15/58","",434391.0,434391.0,0.0,0.0046,0.0046,0.0,24.085,0.0,"UNCHANGED",1
"2026-02-24","BK72JQ7","BK72JQ7","PSA-J","PSA","PSA 4.7 PERP","",198807.0,198807.0,0.0,0.0017,0.0017,0.0,19.11,0.0,"UNCHANGED",1
"2026-02-24","BF4YJ94","BF4YJ94","MS-E","MS","MS 7 1/8 PERP","",437130.0,437130.0,0.0,0.0049,0.0049,0.0,25.49,0.0,"UNCHANGED",1
"2026-02-24","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",752166.0,752166.0,0.0,0.0192,0.0194,0.0002,58.28,0.0,"UNCHANGED",1
"2026-02-24","BL3BQ19","BL3BQ19","MET-F","MET","MET 4 3/4 PERP","",756000.0,756000.0,0.0,0.0067,0.0067,0.0,19.9,0.0,"UNCHANGED",1
"2026-02-24","BNM9HL5","BNM9HL5","RF","RF","RF 6.95 PERP","",377588.0,377588.0,0.0,0.0043,0.0043,0.0,25.97,0.0,"UNCHANGED",1
"2026-02-24","BP91X65","BP91X65","WFC-DD","WFC","WFC 4 1/4 PERP","",521740.0,521740.0,0.0,0.0042,0.0041,-0.0001,18.0,0.0,"UNCHANGED",1
"2026-02-24","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","",1717740.0,1717740.0,0.0,0.0225,0.0225,0.0,29.67,0.0,"UNCHANGED",1
"2026-02-24","BMFDGD2","BMFDGD2","USB-M","USB","USB 4 PERP","",589376.0,589376.0,0.0,0.0043,0.0043,0.0,16.57,0.0,"UNCHANGED",1
"2026-02-24","BRT81P5","BRT81P5","CFG-I","CFG","CFG 6 1/2 PERP","",306130.0,306130.0,0.0,0.0035,0.0035,0.0,25.6,0.0,"UNCHANGED",1
"2026-02-24","BMW6VL7","BMW6VL7","JXN","JXN","JXN 8 PERP","",412599.0,412599.0,0.0,0.0048,0.0047,-0.0001,26.03,0.0,"UNCHANGED",1
"2026-02-24","BK77YC3","BK77YC3","SYF-A","SYF","SYF 5 5/8 PERP","",572187.0,572187.0,0.0,0.005,0.005,0.0,19.91,0.0,"UNCHANGED",1
"2026-02-24","BP09108","BP09108","VLY-C","VLY","VLY 8 1/4 PERP","",112512.0,112512.0,0.0,0.0013,0.0013,0.0,26.12,0.0,"UNCHANGED",1
"2026-02-24","BMFYGG8","BMFYGG8","TFC-O","TFC","TFC 5 1/4 PERP","",431740.0,431740.0,0.0,0.0042,0.0042,0.0,22.02,0.0,"UNCHANGED",1
"2026-02-24","BH3JGK4","BH3JGK4","NEE-N","NEE","NEE 5.65 03/01/2079","",531135.0,531135.0,0.0,0.0057,0.0057,0.0,24.305,0.0,"UNCHANGED",1
"2026-02-24","BKWG6L8","BKWG6L8","ATH-B","ATH","ATH 5 5/8 PERP","",260859.0,260859.0,0.0,0.0023,0.0023,0.0,20.04,0.0,"UNCHANGED",1
"2026-02-24","B617Z40","B617Z40","USB-A","USB","USB 4.9538 PERP","",11108.0,11108.0,0.0,0.0039,0.0039,0.0,785.0,0.0,"UNCHANGED",1
"2026-02-24","BNTYXM6","BNTYXM6","OZK-A","OZK","OZK 4 5/8 PERP","",266504.0,266504.0,0.0,0.002,0.002,0.0,16.65,0.0,"UNCHANGED",1
"2026-02-24","BMYVT83","BMYVT83","WFC-AA","WFC","WFC 4.7 PERP","",486187.0,486187.0,0.0,0.0042,0.0042,0.0,19.68,0.0,"UNCHANGED",1
"2026-02-24","BN4Q1G7","BN4Q1G7","BAC-PP","BAC","BAC 4 1/8 PERP","",279986.0,279986.0,0.0,0.0022,0.0021,-0.0001,17.39,0.0,"UNCHANGED",1
"2026-02-24","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",595025.0,595025.0,0.0,0.0178,0.0176,-0.0002,66.94,0.0,"UNCHANGED",1
"2026-02-24","B8K7RN8","B8K7RN8","VNO-L","VNO","VNO 5.4 PERP","",232491.0,232491.0,0.0,0.0019,0.0019,0.0,18.39,0.0,"UNCHANGED",1
"2026-02-24","BM91SN6","BM91SN6","PSA-P","PSA","PSA 4 PERP","",468125.0,468125.0,0.0,0.0034,0.0034,0.0,16.31,0.0,"UNCHANGED",1
"2026-02-24","BYVQZ09","BYVQZ09","BAC-HH","BAC","BAC 5 7/8 PERP","",261404.0,261404.0,0.0,0.0029,0.0029,0.0,25.09,0.0,"UNCHANGED",1
"2026-02-24","BN0TD19","BN0TD19","BHF-C","BHF","BHF 5 3/8 PERP","",450207.0,450207.0,0.0,0.0028,0.0028,0.0,13.95,0.0,"UNCHANGED",1
"2026-02-24","B0N0V47","B0N0V47","GS-C","GS","GS 4.65149 PERP","",152959.0,152959.0,0.0,0.0014,0.0014,0.0,20.235,0.0,"UNCHANGED",1
"2026-02-24","BN460B5","BN460B5","SO","SO","SO 6 1/2 03/15/2085","",425503.0,425503.0,0.0,0.0049,0.0049,0.0,26.05,0.0,"UNCHANGED",1
"2026-02-24","BFNR2X9","BFNR2X9","DUK","DUK","DUK 5 5/8 09/15/2078","",378505.0,378505.0,0.0,0.0042,0.0041,-0.0001,24.79,0.0,"UNCHANGED",1
"2026-02-24","2612674","2612674","TVA-D","TVA","TVA 2.134 06/01/28","",197579.0,197579.0,0.0,0.0021,0.0021,0.0,24.47,0.0,"UNCHANGED",1
"2026-02-24","2520249","2520249","TVA-A","TVA","TVA 2.216 05/01/29","",159563.0,159563.0,0.0,0.0017,0.0017,0.0,24.5401,0.0,"UNCHANGED",1
"2026-02-24","BMF4W82","BMF4W82","MS-O","MS","MS 4 1/4 PERP","",669822.0,669822.0,0.0,0.0053,0.0053,0.0,18.04,0.0,"UNCHANGED",1
"2026-02-24","BD2ZSL0","BD2ZSL0","CTL","CTL","CTL 6 3/4 06/15/57","",504946.0,504946.0,0.0,0.0045,0.0045,0.0,20.11,0.0,"UNCHANGED",1
"2026-02-24","BVDCXR7","BVDCXR7","B","","B 02/26/26","",1800000.0,1800000.0,0.0,0.0008,0.0008,0.0,0.9999,0.0,"UNCHANGED",1
"2026-02-24","BFZNM46","BFZNM46","BAC-GG","BAC","BAC 6 PERP","",413990.0,413990.0,0.0,0.0046,0.0046,0.0,25.23,0.0,"UNCHANGED",1
"2026-02-24","BYVLYP2","BYVLYP2","FLG-A","FLG","FLG 6 3/8 PERP","",384914.0,384914.0,0.0,0.0039,0.0039,0.0,22.78,0.0,"UNCHANGED",1
