"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-02-27","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",949435.0,1015889.0,66454.0,0.031,0.0322,0.0012,71.07,4722885.78,"BUY",1
"2026-02-27","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1432125.0,1384371.0,-47754.0,0.0464,0.045,-0.0014,72.93,-3482699.22,"SELL",1
"2026-02-27","BTVJJB2","BTVJJB2","FOUR","FOUR","FOUR 6 05/01/28","",195181.0,241134.0,45953.0,0.0053,0.0061,0.0008,56.84,2611968.52,"BUY",1
"2026-02-27","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",999609.0,1034283.0,34674.0,0.0183,0.0183,0.0,39.69,1376211.06,"BUY",1
"2026-02-27","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",42159.0,41093.0,-1066.0,0.023,0.0226,-0.0004,1231.99,-1313301.34,"SELL",1
"2026-02-27","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","",1722032.0,1758037.0,36005.0,0.0226,0.0233,0.0007,29.73,1070428.65,"BUY",1
"2026-02-27","BTZQRD7","BTZQRD7","NEE-U","NEE","NEE 6 1/2 06/01/2085","",676899.0,647106.0,-29793.0,0.0076,0.0073,-0.0003,25.36,-755550.48,"SELL",1
"2026-02-27","BH3JGK4","BH3JGK4","NEE-N","NEE","NEE 5.65 03/01/2079","",532411.0,501435.0,-30976.0,0.0056,0.0054,-0.0002,23.93,-741255.68,"SELL",1
"2026-02-27","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23956.0,23410.0,-546.0,0.0133,0.013,-0.0003,1243.01,-678683.46,"SELL",1
"2026-02-27","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",754022.0,754652.0,630.0,0.0187,0.019,0.0003,56.39,35525.7,"BUY",1
"2026-02-27","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",596504.0,597024.0,520.0,0.0173,0.0173,0.0,64.85,33722.0,"BUY",1
"2026-02-27","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",581950.0,582440.0,490.0,0.0149,0.0153,0.0004,59.0,28910.0,"BUY",1
"2026-02-27","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",566924.0,567404.0,480.0,0.0132,0.0133,0.0001,52.56,25228.8,"BUY",1
"2026-02-27","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","",600433.0,600943.0,510.0,0.0121,0.0122,0.0001,45.33,23118.3,"BUY",1
"2026-02-27","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","",1343372.0,1344522.0,1150.0,0.0116,0.0117,0.0001,19.48,22402.0,"BUY",1
"2026-02-27","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","",1024552.0,1025422.0,870.0,0.0102,0.0104,0.0002,22.69,19740.3,"BUY",1
"2026-02-27","BR4TW49","BR4TW49","ARES-B","ARES","ARES 6 3/4 10/01/27","",594476.0,594996.0,520.0,0.0103,0.01,-0.0003,37.6,19552.0,"BUY",1
"2026-02-27","BGMJPW3","BGMJPW3","COF-I","COF","COF 5 PERP","",1143045.0,1144035.0,990.0,0.0099,0.01,0.0001,19.64,19443.6,"BUY",1
"2026-02-27","BJ2KBT6","BJ2KBT6","JPM-EE","JPM","JPM 6 PERP","",890912.0,891682.0,770.0,0.0099,0.01,0.0001,25.24,19434.8,"BUY",1
"2026-02-27","BTCDKX2","BTCDKX2","MSTR","MSTR","MSTR 8 PERP","",269776.0,270006.0,230.0,0.0096,0.0094,-0.0002,78.34,18018.2,"BUY",1
"2026-02-27","BPDYYD4","BPDYYD4","BTSG","BTSG","BTSG 6 3/4 02/01/27","",154172.0,154302.0,130.0,0.0091,0.0095,0.0004,138.0,17940.0,"BUY",1
"2026-02-27","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",828221.0,828921.0,700.0,0.0091,0.0093,0.0002,25.03,17521.0,"BUY",1
"2026-02-27","B15CKS5","B15CKS5","GS-D","GS","GS 4.59898 PERP","",1024885.0,1025765.0,880.0,0.009,0.0091,0.0001,19.89,17503.2,"BUY",1
"2026-02-27","BKPK060","BKPK060","T-A","T","T 5 PERP","",927139.0,927929.0,790.0,0.0085,0.0086,0.0001,20.88,16495.2,"BUY",1
"2026-02-27","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",891147.0,891917.0,770.0,0.0084,0.0085,0.0001,21.29,16393.3,"BUY",1
"2026-02-27","BJXH6L3","BJXH6L3","DUK-A","DUK","DUK 5 3/4 PERP","",758397.0,759047.0,650.0,0.0084,0.0085,0.0001,25.01,16256.5,"BUY",1
"2026-02-27","BVZM740","BVZM740","BRKR","BRKR","BRKR 6 3/8 09/01/28","",54205.0,54255.0,50.0,0.0077,0.0076,-0.0001,312.19,15609.5,"BUY",1
"2026-02-27","BK9PWX2","BK9PWX2","COF-J","COF","COF 4.8 PERP","",947027.0,947857.0,830.0,0.0078,0.0079,0.0001,18.57,15413.1,"BUY",1
"2026-02-27","BND7XB0","BND7XB0","JPM-LL","JPM","JPM 4 5/8 PERP","",911155.0,911925.0,770.0,0.008,0.0081,0.0001,19.93,15346.1,"BUY",1
"2026-02-27","BN75VC7","BN75VC7","JPM-MM","JPM","JPM 4.2 PERP","",976501.0,977321.0,820.0,0.008,0.0081,0.0001,18.58,15235.6,"BUY",1
