"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-01-29","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1456482.0,1459232.0,2750.0,0.0495,0.0482,-0.0013,74.97,206167.5,"BUY",1
"2026-01-29","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",890962.0,892634.0,1672.0,0.0292,0.0289,-0.0003,73.44,122791.68,"BUY",1
"2026-01-29","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",42263.0,42351.0,88.0,0.0231,0.0231,0.0,1237.68,108915.84,"BUY",1
"2026-01-29","B3Z1BZ0","B3Z1BZ0","C","C","C 10.4699 10/30/40","",1706261.0,1709473.0,3212.0,0.0225,0.0226,0.0001,30.03,96456.36,"BUY",1
"2026-01-29","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",990429.0,992299.0,1870.0,0.0215,0.0215,0.0,49.26,92116.2,"BUY",1
"2026-01-29","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",754950.0,756380.0,1430.0,0.0183,0.0184,0.0001,55.36,79164.8,"BUY",1
"2026-01-29","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",567884.0,568962.0,1078.0,0.0175,0.0174,-0.0001,69.33,74737.74,"BUY",1
"2026-01-29","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",576686.0,577764.0,1078.0,0.0154,0.0156,0.0002,61.44,66232.32,"BUY",1
"2026-01-29","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",572801.0,573879.0,1078.0,0.0131,0.0129,-0.0002,51.1257,55113.5,"BUY",1
"2026-01-29","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23742.0,23786.0,44.0,0.013,0.0131,0.0001,1248.0,54912.0,"BUY",1
"2026-01-29","BR4TW49","BR4TW49","ARES-B","ARES","ARES 6 3/4 10/01/27","",589083.0,590205.0,1122.0,0.0124,0.0125,0.0001,48.22,54102.84,"BUY",1
"2026-01-29","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","",1331260.0,1333746.0,2486.0,0.0114,0.0114,0.0,19.35,48104.1,"BUY",1
"2026-01-29","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","",594933.0,596077.0,1144.0,0.0102,0.0103,0.0001,39.29,44947.76,"BUY",1
"2026-01-29","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","",1015307.0,1017221.0,1914.0,0.0101,0.01,-0.0001,22.42,42911.88,"BUY",1
"2026-01-29","BJ2KBT6","BJ2KBT6","JPM-EE","JPM","JPM 6 PERP","",882588.0,884282.0,1694.0,0.0099,0.0098,-0.0001,25.105,42527.87,"BUY",1
"2026-01-29","BGMJPW3","BGMJPW3","COF-I","COF","COF 5 PERP","",1153783.0,1155939.0,2156.0,0.01,0.01,0.0,19.62,42300.72,"BUY",1
