"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-04-09","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1459794.0,1459794.0,0.0,0.0481,0.0484,0.0003,69.98,0.0,"UNCHANGED",1
"2026-04-09","BMFV904","BMFV904","USB-L","USB","USB 3 3/4 PERP","",380375.0,380375.0,0.0,0.0027,0.0027,0.0,15.1,0.0,"UNCHANGED",1
"2026-04-09","BZC0L09","BZC0L09","ETR","ETR","ETR 4 7/8 09/01/66","",284660.0,284660.0,0.0,0.0028,0.0028,0.0,20.5,0.0,"UNCHANGED",1
"2026-04-09","BJP1KW2","BJP1KW2","F","F","F 6 12/01/59","",581612.0,581612.0,0.0,0.0055,0.0055,0.0,20.03,0.0,"UNCHANGED",1
"2026-04-09","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",791704.0,791704.0,0.0,0.0093,0.0093,0.0,24.78,0.0,"UNCHANGED",1
"2026-04-09","BK26FC2","BK26FC2","TRTN","TRTN","TRTN 7 3/8 PERP","",133115.0,133115.0,0.0,0.0016,0.0016,0.0,24.86,0.0,"UNCHANGED",1
"2026-04-09","BQ0QJ57","BQ0QJ57","MBIN","MBIN","MBIN 8 1/4 PERP","",110690.0,110690.0,0.0,0.0013,0.0013,0.0,25.11,0.0,"UNCHANGED",1
"2026-04-09","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",819947.0,819947.0,0.0,0.008,0.0079,-0.0001,20.42,0.0,"UNCHANGED",1
"2026-04-09","BQMS207","BQMS207","HBAN-J","HBAN","HBAN 6 7/8 PERP","",225245.0,225245.0,0.0,0.0027,0.0027,0.0,25.08,0.0,"UNCHANGED",1
"2026-04-09","BF2N465","BF2N465","RLJ-A","RLJ","RLJ 1.95 PERP","",217948.0,217948.0,0.0,0.0026,0.0026,0.0,24.98,0.0,"UNCHANGED",1
"2026-04-09","BMG9SY4","BMG9SY4","RGA","RGA","RGA 7 1/8 10/15/52","",488628.0,488628.0,0.0,0.0059,0.0059,0.0,25.37,0.0,"UNCHANGED",1
"2026-04-09","B0B87W3","B0B87W3","MET-A","MET","MET 4.93562 PERP","",420933.0,420933.0,0.0,0.0042,0.0042,0.0,20.99,0.0,"UNCHANGED",1
"2026-04-09","B07GC93","B07GC93","GS-A","GS","GS 4.65149 PERP","",521747.0,521747.0,0.0,0.0048,0.0048,0.0,19.42,0.0,"UNCHANGED",1
"2026-04-09","BSLKYN5","BSLKYN5","ATH","ATH","ATH 7 1/4 03/30/64","",398296.0,398296.0,0.0,0.0046,0.0046,0.0,24.48,0.0,"UNCHANGED",1
"2026-04-09","BJN6RX9","BJN6RX9","BAC-KK","BAC","BAC 5 3/8 PERP","",427984.0,427984.0,0.0,0.0045,0.0045,0.0,22.09,0.0,"UNCHANGED",1
"2026-04-09","BG844G9","BG844G9","PRU","PRU","PRU 5 5/8 08/15/58","",396108.0,396108.0,0.0,0.0043,0.0043,0.0,23.04,0.0,"UNCHANGED",1
"2026-04-09","BK72JQ7","BK72JQ7","PSA-J","PSA","PSA 4.7 PERP","",201577.0,201577.0,0.0,0.0017,0.0017,0.0,18.35,0.0,"UNCHANGED",1
"2026-04-09","BF4YJ94","BF4YJ94","MS-E","MS","MS 7 1/8 PERP","",418787.0,418787.0,0.0,0.005,0.005,0.0,25.23,0.0,"UNCHANGED",1
"2026-04-09","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",695244.0,695244.0,0.0,0.0189,0.0188,-0.0001,57.24,0.0,"UNCHANGED",1
"2026-04-09","BL3BQ19","BL3BQ19","MET-F","MET","MET 4 3/4 PERP","",702302.0,702302.0,0.0,0.0063,0.0063,0.0,18.83,0.0,"UNCHANGED",1
"2026-04-09","BNM9HL5","BNM9HL5","RF","RF","RF 6.95 PERP","",348597.0,348597.0,0.0,0.0042,0.0042,0.0,25.43,0.0,"UNCHANGED",1
"2026-04-09","BP91X65","BP91X65","WFC-DD","WFC","WFC 4 1/4 PERP","",527383.0,527383.0,0.0,0.0044,0.0043,-0.0001,17.43,0.0,"UNCHANGED",1
