"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-01-30","BV6KW37","BV6KW37","CMA-B","CMA","CMA 6 7/8 PERP","",303522.0,0.0,-303522.0,0.0035,0.0,-0.0035,26.06,-7909783.32,"REMOVED",1
"2026-01-30","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",892634.0,944251.0,51617.0,0.0289,0.0291,0.0002,69.34,3579122.78,"BUY",1
"2026-01-30","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1459232.0,1424253.0,-34979.0,0.0482,0.0473,-0.0009,74.72,-2613630.88,"SELL",1
"2026-01-30","BTCDKX2","BTCDKX2","MSTR","MSTR","MSTR 8 PERP","",267117.0,284065.0,16948.0,0.0096,0.0107,0.0011,84.99,1440410.52,"BUY",1
"2026-01-30","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",568962.0,583144.0,14182.0,0.0174,0.0173,-0.0001,66.84,947924.88,"BUY",1
"2026-01-30","BK8LV34","BK8LV34","SRE","SRE","SRE 5 3/4 07/01/2079","",600911.0,574601.0,-26310.0,0.006,0.0057,-0.0003,22.5,-591975.0,"SELL",1
"2026-01-30","BK9PWX2","BK9PWX2","COF-J","COF","COF 4.8 PERP","",972281.0,941843.0,-30438.0,0.0079,0.0077,-0.0002,18.44,-561276.72,"SELL",1
"2026-01-30","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",573879.0,563788.0,-10091.0,0.0129,0.0128,-0.0001,51.08,-515448.28,"SELL",1
"2026-01-30","BPJK038","BPJK038","F","F","F 6 1/2 08/15/62","",470884.0,448583.0,-22301.0,0.0047,0.0046,-0.0001,22.8,-508462.8,"SELL",1
"2026-01-30","BJP1KW2","BJP1KW2","F","F","F 6 12/01/59","",621672.0,600684.0,-20988.0,0.0059,0.0057,-0.0002,21.47,-450612.36,"SELL",1
"2026-01-30","BJ029D4","BJ029D4","F","F","F 6.2 06/01/59","",583737.0,563806.0,-19931.0,0.0056,0.0055,-0.0001,21.96,-437684.76,"SELL",1
"2026-01-30","BG43LW5","BG43LW5","MET-E","MET","MET 5 5/8 PERP","",620922.0,603054.0,-17868.0,0.0066,0.0065,-0.0001,24.08,-430261.44,"SELL",1
"2026-01-30","BGMJPW3","BGMJPW3","COF-I","COF","COF 5 PERP","",1155939.0,1136837.0,-19102.0,0.01,0.0099,-0.0001,19.69,-376118.38,"SELL",1
"2026-01-30","BJJP666","BJJP666","CMS","CMS","CMS 5 7/8 03/01/2079","",487827.0,472688.0,-15139.0,0.0052,0.0051,-0.0001,24.05,-364092.95,"SELL",1
"2026-01-30","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",756380.0,749926.0,-6454.0,0.0184,0.0185,0.0001,55.47,-358003.38,"SELL",1
"2026-01-30","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",42351.0,42435.0,84.0,0.0231,0.0233,0.0002,1233.96,103652.64,"BUY",1
"2026-01-30","B3Z1BZ0","B3Z1BZ0","C","C","C 10.4699 10/30/40","",1709473.0,1712560.0,3087.0,0.0226,0.0228,0.0002,29.99,92579.13,"BUY",1
"2026-01-30","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",992299.0,994105.0,1806.0,0.0215,0.0216,0.0001,48.94,88385.64,"BUY",1
"2026-01-30","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",577764.0,578814.0,1050.0,0.0156,0.0156,0.0,60.57,63598.5,"BUY",1
"2026-01-30","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23786.0,23828.0,42.0,0.0131,0.0132,0.0001,1246.0,52332.0,"BUY",1
"2026-01-30","BR4TW49","BR4TW49","ARES-B","ARES","ARES 6 3/4 10/01/27","",590205.0,591276.0,1071.0,0.0125,0.0126,0.0001,47.83,51225.93,"BUY",1
"2026-01-30","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","",1333746.0,1336140.0,2394.0,0.0114,0.0115,0.0001,19.3,46204.2,"BUY",1
"2026-01-30","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","",596077.0,597169.0,1092.0,0.0103,0.0106,0.0003,39.96,43636.32,"BUY",1
"2026-01-30","BJ2KBT6","BJ2KBT6","JPM-EE","JPM","JPM 6 PERP","",884282.0,885920.0,1638.0,0.0098,0.0099,0.0001,25.13,41162.94,"BUY",1
"2026-01-30","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","",1017221.0,1019048.0,1827.0,0.01,0.0102,0.0002,22.46,41034.42,"BUY",1
"2026-01-30","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",822186.0,823677.0,1491.0,0.009,0.0092,0.0002,25.0,37275.0,"BUY",1
"2026-01-30","B15CKS5","B15CKS5","GS-D","GS","GS 4.79656 PERP","",1017469.0,1019317.0,1848.0,0.009,0.0091,0.0001,20.12,37181.76,"BUY",1
"2026-01-30","BPDYYD4","BPDYYD4","BTSG","BTSG","BTSG 6 3/4 02/01/27","",153067.0,153340.0,273.0,0.009,0.0091,0.0001,133.43,36426.39,"BUY",1
"2026-01-30","BVZM740","BVZM740","BRKR","BRKR","BRKR 6 3/8 09/01/28","",53780.0,53885.0,105.0,0.0082,0.0083,0.0001,346.85,36419.25,"BUY",1
