"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-03-16","BR115D8","BR115D8","B","","B 03/31/26","","0.0","4100000.0","4100000.0","0.0","0.0019","0.0019","0.9986","4094260.0","ADDED","3","B",13072586,0.3,25.0,-96.01,28.8
"2026-03-16","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","","1384371.0","1383781.0","-590.0","0.0431","0.0436","0.0005","68.82","-40603.8","SELL","3","BA",6926957,0.0,25.0,175.28,0.0
"2026-03-16","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","","1039363.0","1038923.0","-440.0","0.0306","0.0313","0.0007","65.91","-29000.4","SELL","3","ALB",2032249,0.0,25.0,163.64,0.0
"2026-03-16","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","","41093.0","41073.0","-20.0","0.0221","0.0222","0.0001","1179.0","-23580.0","SELL","3","WFC-PL",11940,0.0,1000.0,17.9,0.0
"2026-03-16","B3Z1BZ0","B3Z1BZ0","C","C","C 10.2985 10/30/40","","1741843.0","1741093.0","-750.0","0.0237","0.0236","-0.0001","29.65","-22237.5","SELL","3","C",14582501,0.0,25.0,18.6,0.0
"2026-03-16","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","","744034.0","743714.0","-320.0","0.0192","0.0192","0.0","56.36","-18035.2","SELL","3","NEE",8526013,0.0,25.0,125.44,0.0
"2026-03-16","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","","1067618.0","1067158.0","-460.0","0.0188","0.0188","0.0","38.4","-17664.0","SELL","3","KKR-PD",425264,0.0,25.0,53.6,0.0
"2026-03-16","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","","559801.0","559561.0","-240.0","0.0153","0.0154","0.0001","60.26","-14462.4","SELL","3","HPE",19398005,0.0,25.0,141.04,0.0
"2026-03-16","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","","616432.0","616177.0","-255.0","0.0156","0.016","0.0004","56.63","-14440.65","SELL","3","MCHP",8689539,0.0,25.0,126.52,0.0
"2026-03-16","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","","567404.0","567159.0","-245.0","0.0136","0.0135","-0.0001","52.1","-12764.5","SELL","3","NEE",8526013,0.0,25.0,108.4,0.0
"2026-03-16","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","","23410.0","23400.0","-10.0","0.013","0.013","0.0","1215.23","-12152.3","SELL","3","BAC-PL",10053,0.0,1000.0,21.52,0.0
"2026-03-16","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","","589782.0","589527.0","-255.0","0.012","0.0121","0.0001","44.695","-11397.23","SELL","3","PCG-PA",5584,0.0,25.0,78.78,0.0
"2026-03-16","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","","1344522.0","1343952.0","-570.0","0.0117","0.0117","0.0","18.93","-10790.1","SELL","3","T-PC",182795,0.0,25.0,-24.28,0.0
"2026-03-16","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","","1009019.0","1008584.0","-435.0","0.0102","0.0101","-0.0001","21.96","-9552.6","SELL","3","T",41183758,0.0,25.0,-12.16,0.0
"2026-03-16","BJ2KBT6","BJ2KBT6","JPM-EE","JPM","JPM 6 PERP","","891682.0","891302.0","-380.0","0.0102","0.0102","0.0","25.11","-9541.8","SELL","3","","","",25.0,0.44,""
"2026-03-16","BGMJPW3","BGMJPW3","COF-I","COF","COF 5 PERP","","1144035.0","1143545.0","-490.0","0.01","0.01","0.0","19.12","-9368.8","SELL","3","COF-PI",92656,0.0,25.0,-23.52,0.0
"2026-03-16","BTCDKX2","BTCDKX2","MSTR","MSTR","MSTR 8 PERP","","270006.0","269891.0","-115.0","0.0097","0.0097","0.0","78.16","-8988.4","SELL","3","MSTR",19528940,0.0,25.0,212.64,0.0
"2026-03-16","BR4TW49","BR4TW49","ARES-B","ARES","ARES 6 3/4 10/01/27","","618007.0","617747.0","-260.0","0.0097","0.0094","-0.0003","33.41","-8686.6","SELL","3","ARES-PB",516892,0.0,25.0,33.64,0.0
"2026-03-16","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","","811287.0","810937.0","-350.0","0.0092","0.0092","0.0","24.71","-8648.5","SELL","3","","","",25.0,-1.16,""
"2026-03-16","BPDYYD4","BPDYYD4","BTSG","BTSG","BTSG 6 3/4 02/01/27","","151729.0","151664.0","-65.0","0.0089","0.0091","0.0002","131.16","-8525.4","SELL","3","BTSG",2479996,0.0,1000.0,-86.88,0.0
"2026-03-16","B15CKS5","B15CKS5","GS-D","GS","GS 4.57149 PERP","","1025765.0","1025330.0","-435.0","0.0091","0.0091","0.0","19.32","-8404.2","SELL","3","GS-PD",132698,0.0,25.0,-22.72,0.0
"2026-03-16","BJXH6L3","BJXH6L3","DUK-A","DUK","DUK 5 3/4 PERP","","759047.0","758722.0","-325.0","0.0087","0.0087","0.0","25.0","-8125.0","SELL","3","DUK-PA",73084,0.0,25.0,0.0,0.0
"2026-03-16","BKPK060","BKPK060","T-A","T","T 5 PERP","","927929.0","927534.0","-395.0","0.0086","0.0086","0.0","20.26","-8002.7","SELL","3","T-PA",87561,0.0,25.0,-18.96,0.0
"2026-03-16","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","","891917.0","891537.0","-380.0","0.0085","0.0085","0.0","20.72","-7873.6","SELL","3","ALL-PH",82956,0.0,25.0,-17.12,0.0
