"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-01-28","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1451482.0,1456482.0,5000.0,0.05,0.0495,-0.0005,77.29,386450.0,"BUY",1
"2026-01-28","BPCTR42","BPCTR42","ALB","ALB","ALB 7 1/4 03/01/27","",887922.0,890962.0,3040.0,0.0305,0.0292,-0.0013,74.6,226784.0,"BUY",1
"2026-01-28","B3KRSW9","B3KRSW9","WFC-L","WFC","WFC 7 1/2 PERP","",42103.0,42263.0,160.0,0.023,0.0231,0.0001,1243.93,199028.8,"BUY",1
"2026-01-28","B3Z1BZ0","B3Z1BZ0","C","C","C 10.4699 10/30/40","",1700421.0,1706261.0,5840.0,0.0229,0.0225,-0.0004,30.0111,175264.82,"BUY",1
"2026-01-28","BN72V73","BN72V73","KKR-D","KKR","KKR 6 1/4 03/01/28","",987029.0,990429.0,3400.0,0.0214,0.0215,0.0001,49.45,168130.0,"BUY",1
"2026-01-28","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",752350.0,754950.0,2600.0,0.0182,0.0183,0.0001,55.08,143208.0,"BUY",1
"2026-01-28","BTTRKK4","BTTRKK4","MCHP","MCHP","MCHP 7 1/2 03/15/28","",565924.0,567884.0,1960.0,0.0165,0.0175,0.001,70.1,137396.0,"BUY",1
"2026-01-28","BRBVKF5","BRBVKF5","HPE","HPE","HPE 7 5/8 09/01/27","",574726.0,576686.0,1960.0,0.0154,0.0154,0.0,60.87,119305.2,"BUY",1
"2026-01-28","BRBLDX4","BRBLDX4","NEE","NEE","NEE 7.234 11/01/27","",570841.0,572801.0,1960.0,0.013,0.0131,0.0001,51.89,101704.4,"BUY",1
"2026-01-28","B2PB3Z7","B2PB3Z7","BAC-L","BAC","BAC 7 1/4 PERP","",23662.0,23742.0,80.0,0.013,0.013,0.0,1245.75,99660.0,"BUY",1
"2026-01-28","BR4TW49","BR4TW49","ARES-B","ARES","ARES 6 3/4 10/01/27","",587043.0,589083.0,2040.0,0.0123,0.0124,0.0001,47.72,97348.8,"BUY",1
"2026-01-28","BLL1ZY7","BLL1ZY7","T-C","T","T 4 3/4 PERP","",1326740.0,1331260.0,4520.0,0.0114,0.0114,0.0,19.45,87914.0,"BUY",1
"2026-01-28","BPGN2R8","BPGN2R8","PCG-A","PCG","PCG 6 12/01/27","",592853.0,594933.0,2080.0,0.0103,0.0102,-0.0001,39.02,81161.6,"BUY",1
"2026-01-28","BJ2KBT6","BJ2KBT6","JPM-EE","JPM","JPM 6 PERP","",879508.0,882588.0,3080.0,0.0099,0.0099,0.0,25.5,78540.0,"BUY",1
"2026-01-28","BF545Q2","BF545Q2","T","T","T 5.35 11/01/66","",1011827.0,1015307.0,3480.0,0.0101,0.0101,0.0,22.52,78369.6,"BUY",1
"2026-01-28","BTCDKX2","BTCDKX2","MSTR","MSTR","MSTR 8 PERP","",265691.0,266611.0,920.0,0.0099,0.0099,0.0,84.15,77418.0,"BUY",1
"2026-01-28","BGMJPW3","BGMJPW3","COF-I","COF","COF 5 PERP","",1149863.0,1153783.0,3920.0,0.01,0.01,0.0,19.73,77341.6,"BUY",1
"2026-01-28","BVZM740","BVZM740","BRKR","BRKR","BRKR 6 3/8 09/01/28","",53470.0,53670.0,200.0,0.0087,0.0085,-0.0002,360.44,72088.0,"BUY",1
"2026-01-28","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",817784.0,820624.0,2840.0,0.0091,0.0091,0.0,25.29,71823.6,"BUY",1
"2026-01-28","B15CKS5","B15CKS5","GS-D","GS","GS 4.79656 PERP","",1012013.0,1015533.0,3520.0,0.009,0.009,0.0,20.04,70540.8,"BUY",1
"2026-01-28","BPDYYD4","BPDYYD4","BTSG","BTSG","BTSG 6 3/4 02/01/27","",152261.0,152781.0,520.0,0.0088,0.0087,-0.0001,128.86,67007.2,"BUY",1
"2026-01-28","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",879975.0,883015.0,3040.0,0.0084,0.0084,0.0,21.7,65968.0,"BUY",1
"2026-01-28","BJXH6L3","BJXH6L3","DUK-A","DUK","DUK 5 3/4 PERP","",748885.0,751485.0,2600.0,0.0083,0.0083,0.0,25.14,65364.0,"BUY",1
"2026-01-28","BKPK060","BKPK060","T-A","T","T 5 PERP","",915652.0,918772.0,3120.0,0.0084,0.0084,0.0,20.73,64677.6,"BUY",1
"2026-01-28","BN75VC7","BN75VC7","JPM-MM","JPM","JPM 4.2 PERP","",964215.0,967535.0,3320.0,0.008,0.008,0.0,18.8,62416.0,"BUY",1
"2026-01-28","BND7XB0","BND7XB0","JPM-LL","JPM","JPM 4 5/8 PERP","",899751.0,902831.0,3080.0,0.008,0.008,0.0,20.18,62154.4,"BUY",1
"2026-01-28","BK9PWX2","BK9PWX2","COF-J","COF","COF 4.8 PERP","",967259.0,970499.0,3240.0,0.008,0.008,0.0,18.63,60361.2,"BUY",1
"2026-01-28","BTZQRD7","BTZQRD7","NEE-U","NEE","NEE 6 1/2 06/01/2085","",668499.0,670779.0,2280.0,0.0076,0.0076,0.0,25.71,58618.8,"BUY",1
"2026-01-28","BJVB6B7","BJVB6B7","WFC-Z","WFC","WFC 4 3/4 PERP","",830160.0,833040.0,2880.0,0.0072,0.0072,0.0,19.75,56880.0,"BUY",1
