"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-04-20","","PFEP0607085","BA A","Boeing Co/The 6.000%","Preferred Stock","Preferred Stock","",622545.6563,900600.0,71.25,"USD","",""
"2026-04-20","","PFEP0604199","BANC F","Banc of California Inc 7.750%","Preferred Stock","Preferred Stock","",553541.4541,2273116.0,25.46,"USD","",""
"2026-04-20","","PFEP0604009","ET I","Energy Transfer LP 9.250%","Preferred Stock","Preferred Stock","",537082.5129,4732363.0,11.89,"USD","",""
"2026-04-20","","PFEP0610261","FCNCN","First Citizens BancShares Inc/NC 6.625%","Preferred Stock","Preferred Stock","",548293.2829,2192833.0,25.1,"USD","",""
"2026-04-20","","PFEP0599472","TDS V","Telephone and Data Systems Inc 6.000%","Preferred Stock","Preferred Stock","",536871.6619,2763546.0,19.54,"USD","",""
"2026-04-20","","PFEP0610378","ORCL D","Oracle Corp 6.500%","Preferred Stock","Preferred Stock","",508223.4153,1008830.0,51.96,"USD","",""
"2026-04-20","","PFEP0524934","FLG A","Flagstar Bank NA 6.375%","Preferred Stock","Preferred Stock","",481503.1224,2262183.0,23.04,"USD","",""
"2026-04-20","","PFEP0607986","KKR D","KKR & Co Inc 6.250%","Preferred Stock","Preferred Stock","",568227.6098,1144753.0,44.34,"USD","",""
"2026-04-20","","PFEP0604942","ALB A","Albemarle Corp 7.250%","Preferred Stock","Preferred Stock","",457777.3244,636336.0,78.86,"USD","",""
"2026-04-20","","PFEP0603704","GNL D","Global Net Lease Inc 7.500%","Preferred Stock","Preferred Stock","",411509.0181,2036877.0,23.8,"USD","",""
"2026-04-20","","PFEP0534511","RLJ A","RLJ Lodging Trust 7.800%","Preferred Stock","Preferred Stock","",484198.1741,1924885.0,25.03,"USD","",""
"2026-04-20","","PFEP0423004","DHCNI","Diversified Healthcare Trust 5.625%","Preferred Stock","Preferred Stock","",396623.7908,2527671.0,18.24,"USD","",""
"2026-04-20","","PFEP0603522","APO A","Apollo Global Management Inc 6.750%","Preferred Stock","Preferred Stock","",495419.3818,706983.0,64.43,"USD","",""
"2026-04-20","","PFEP0598359","BW A","Babcock & Wilcox Enterprises Inc 7.750%","Preferred Stock","Preferred Stock","",278338.2479,2083030.0,21.84,"USD","",""
"2026-04-20","","PFEP0540906","TWO C","Two Harbors Investment Corp 8.944%","Preferred Stock","Preferred Stock","",397455.3314,1817004.0,24.88,"USD","",""
"2026-04-20","","PFEP0607275","MBINL","Merchants Bancorp/IN 7.625%","Preferred Stock","Preferred Stock","",447473.3668,1872625.0,24.02,"USD","",""
"2026-04-20","","PFEP0609321","XELLL","Xcel Energy Inc 6.250%","Preferred Stock","Preferred Stock","",440199.6254,1761205.0,24.68,"USD","",""
"2026-04-20","","PFEP0501536","DHCNL","Diversified Healthcare Trust 6.250%","Preferred Stock","Preferred Stock","",377536.0811,2248543.0,19.08,"USD","",""
"2026-04-20","","PFEP0513507","CTBB","Qwest Corp 6.500%","Preferred Stock","Preferred Stock","",378969.4327,2155095.0,19.52,"USD","",""
"2026-04-20","","PFEP0066209","FLG U","Flagstar Bank NA 6.000%","Preferred Stock","Preferred Stock","",387390.8572,1006469.0,40.45,"USD","",""
"2026-04-20","","PFEP0608562","STRD","Strategy Inc 10.000%","Preferred Stock","Preferred Stock","",400444.2952,523460.0,77.14,"USD","",""
"2026-04-20","","PFEP0608885","STRC","Strategy Inc 3.915%","Preferred Stock","Preferred Stock","",390492.3058,397912.0,99.21,"USD","",""
"2026-04-20","","PFEP0537365","ADAMN","Adamas Trust Inc 8.000%","Preferred Stock","Preferred Stock","",353889.6098,1669126.0,22.87,"USD","",""
"2026-04-20","","PFEP0607697","TRTN F","Triton International Ltd 7.625%","Preferred Stock","Preferred Stock","",373658.4384,1494774.0,25.0,"USD","",""
"2026-04-20","","PFEP0527051","CTDD","Qwest Corp 6.750%","Preferred Stock","Preferred Stock","",333528.2025,1883710.0,19.74,"USD","",""
"2026-04-20","","PFEP0580365","TRTN C","Triton International Ltd 7.375%","Preferred Stock","Preferred Stock","",359390.657,1437513.0,25.15,"USD","",""
"2026-04-20","","PFEP0604637","ATLCZ","Atlanticus Holdings Corp 9.250%","Preferred Stock","Preferred Stock","",356068.6232,1411117.0,25.22,"USD","",""
"2026-04-20","","PFEP0586586","MFA C","MFA Financial Inc 9.307%","Preferred Stock","Preferred Stock","",349379.4126,1523716.0,23.34,"USD","",""
"2026-04-20","","PFEP0531699","TWO B","Two Harbors Investment Corp 7.625%","Preferred Stock","Preferred Stock","",294433.1709,1359439.0,24.77,"USD","",""
"2026-04-20","","PFEP0609180","DTK","DTE Energy Co 6.250%","Preferred Stock","Preferred Stock","",327886.4801,1311837.0,24.81,"USD","",""
"2026-04-20","","PFEP0489187","VLYPP","Valley National Bancorp 7.812%","Preferred Stock","Preferred Stock","",306323.2162,1279245.0,25.26,"USD","",""
"2026-04-20","","PFEP0531053","PMT B","PennyMac Mortgage Investment Trust 9.926%","Preferred Stock","Preferred Stock","",315581.3679,1297547.0,23.63,"USD","",""
"2026-04-20","","PFEP0158782","SLMBP","SLM Corp 5.632%","Preferred Stock","Preferred Stock","",303697.4774,403088.0,74.39,"USD","",""
"2026-04-20","","PFEP0579284","ADAMM","Adamas Trust Inc 10.370%","Preferred Stock","Preferred Stock","",265758.2874,1146487.0,25.24,"USD","",""
"2026-04-20","","PFEP0549212","CODI B","Compass Diversified Holdings 7.875%","Preferred Stock","Preferred Stock","",274130.3641,1333896.0,21.06,"USD","",""
