"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-06-02","","PFEP0610378","ORCL D","Oracle Corp 6.500%","Preferred Stock","Preferred Stock","",568476.1357,1074126.0,70.03,"USD","",""
"2026-06-02","","PFEP0524934","FLG A","Flagstar Bank NA 6.375%","Preferred Stock","Preferred Stock","",554846.8404,2582178.0,23.35,"USD","",""
"2026-06-02","","PFEP0599472","TDS V","Telephone and Data Systems Inc 6.000%","Preferred Stock","Preferred Stock","",559393.1603,2877977.0,19.8,"USD","",""
"2026-06-02","","PFEP0604009","ET I","Energy Transfer LP 9.250%","Preferred Stock","Preferred Stock","",546648.2985,4792735.0,11.5,"USD","",""
"2026-06-02","","PFEP0604199","BANC F","Banc of California Inc 7.750%","Preferred Stock","Preferred Stock","",523296.7124,2130811.0,25.2,"USD","",""
"2026-06-02","","PFEP0610261","FCNCN","First Citizens BancShares Inc/NC 6.625%","Preferred Stock","Preferred Stock","",538102.6989,2151452.0,24.68,"USD","",""
"2026-06-02","","PFEP0603522","APO A","Apollo Global Management Inc 6.750%","Preferred Stock","Preferred Stock","",533412.8786,764163.0,66.15,"USD","",""
"2026-06-02","","PFEP0607986","KKR D","KKR & Co Inc 6.250%","Preferred Stock","Preferred Stock","",601055.1814,1219445.0,41.24,"USD","",""
"2026-06-02","","PFEP0598359","BW A","Babcock & Wilcox Enterprises Inc 7.750%","Preferred Stock","Preferred Stock","",295395.1157,2161033.0,22.92,"USD","",""
"2026-06-02","","PFEP0603704","GNL D","Global Net Lease Inc 7.500%","Preferred Stock","Preferred Stock","",428344.6508,2107212.0,23.49,"USD","",""
"2026-06-02","","PFEP0534511","RLJ A","RLJ Lodging Trust 7.800%","Preferred Stock","Preferred Stock","",489771.271,1950002.0,25.31,"USD","",""
"2026-06-02","","PFEP0540906","TWO C","Two Harbors Investment Corp 8.943%","Preferred Stock","Preferred Stock","",414347.8716,1885044.0,24.72,"USD","",""
"2026-06-02","","PFEP0607275","MBINL","Merchants Bancorp/IN 7.625%","Preferred Stock","Preferred Stock","",445205.1029,1865052.0,24.95,"USD","",""
"2026-06-02","","PFEP0423004","DHCNI","Diversified Healthcare Trust 5.625%","Preferred Stock","Preferred Stock","",383971.0891,2419036.0,18.38,"USD","",""
"2026-06-02","","PFEP0513507","CTBB","Qwest Corp 6.500%","Preferred Stock","Preferred Stock","",392476.7932,2227292.0,19.9,"USD","",""
"2026-06-02","","PFEP0609321","XELLL","Xcel Energy Inc 6.250%","Preferred Stock","Preferred Stock","",456256.3452,1827139.0,24.11,"USD","",""
"2026-06-02","","PFEP0607085","BA A","Boeing Co/The 6.000%","Preferred Stock","Preferred Stock","",441761.0813,619172.0,71.14,"USD","",""
"2026-06-02","","PFEP0604942","ALB A","Albemarle Corp 7.250%","Preferred Stock","Preferred Stock","",460566.3625,639986.0,68.3,"USD","",""
"2026-06-02","","PFEP0537365","ADAMN","Adamas Trust Inc 8.000%","Preferred Stock","Preferred Stock","",374491.1638,1757333.0,23.44,"USD","",""
"2026-06-02","","PFEP0608885","STRC","Strategy Inc 3.870%","Preferred Stock","Preferred Stock","",405328.557,412816.0,98.07,"USD","",""
"2026-06-02","","PFEP0501536","DHCNL","Diversified Healthcare Trust 6.250%","Preferred Stock","Preferred Stock","",356685.7385,2126757.0,18.9,"USD","",""
"2026-06-02","","PFEP0608562","STRD","Strategy Inc 10.000%","Preferred Stock","Preferred Stock","",423376.7098,553338.0,70.87,"USD","",""
"2026-06-02","","PFEP0527051","","Qwest Corp 6.750%","Preferred Stock","Preferred Stock","",350244.0887,1972512.0,19.57,"USD","",""
"2026-06-02","","PFEP0607697","TRTN F","Triton International Ltd 7.625%","Preferred Stock","Preferred Stock","",387493.8628,1550745.0,24.66,"USD","",""
"2026-06-02","","PFEP0586586","MFA C","MFA Financial Inc 9.307%","Preferred Stock","Preferred Stock","",362894.9475,1580740.0,23.76,"USD","",""
"2026-06-02","","PFEP0580365","TRTN C","Triton International Ltd 7.375%","Preferred Stock","Preferred Stock","",370239.6082,1481243.0,24.91,"USD","",""
"2026-06-02","","PFEP0531699","TWO B","Two Harbors Investment Corp 7.625%","Preferred Stock","Preferred Stock","",306972.4306,1410307.0,24.28,"USD","",""
