"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-08-13","","PFEP0607986","KKR D","KKR & Co Inc 6.250%","Preferred Stock","Preferred Stock","",699598.5757,1453246.0,48.93,"USD","",""
"2026-08-13","","PFEP0610378","ORCL D","Oracle Corp 6.500%","Preferred Stock","Preferred Stock","",687054.5583,1365557.0,47.14,"USD","",""
"2026-08-13","","PFEP0524934","FLG A","Flagstar Bank NA 6.375%","Preferred Stock","Preferred Stock","",581273.4233,2681281.0,23.67,"USD","",""
"2026-08-13","","PFEP0606764","HPE C","Hewlett Packard Enterprise Co 7.625%","Preferred Stock","Preferred Stock","",438163.9581,410500.0,151.06,"USD","",""
"2026-08-13","","PFEP0599472","TDS V","Telephone and Data Systems Inc 6.000%","Preferred Stock","Preferred Stock","",595247.6062,3062585.0,19.06,"USD","",""
"2026-08-13","","PFEP0604009","ET I","Energy Transfer LP 9.250%","Preferred Stock","Preferred Stock","",562188.0188,4895463.0,11.56,"USD","",""
"2026-08-13","","PFEP0608885","STRC","Strategy Inc 3.907%","Preferred Stock","Preferred Stock","",495617.5809,572794.0,95.32,"USD","",""
"2026-08-13","","PFEP0608562","STRD","Strategy Inc 10.000%","Preferred Stock","Preferred Stock","",574705.1515,794536.0,68.18,"USD","",""
"2026-08-13","","PFEP0604199","BANC F","Banc of California Inc 7.750%","Preferred Stock","Preferred Stock","",513347.9933,2074727.0,25.35,"USD","",""
"2026-08-13","","PFEP0598359","BW A","Babcock & Wilcox Enterprises Inc 7.750%","Preferred Stock","Preferred Stock","",328358.5588,2299705.0,22.51,"USD","",""
"2026-08-13","","PFEP0603704","GNL D","Global Net Lease Inc 7.500%","Preferred Stock","Preferred Stock","",441881.0647,2130440.0,23.83,"USD","",""
"2026-08-13","","PFEP0534511","RLJ A","RLJ Lodging Trust 7.800%","Preferred Stock","Preferred Stock","",506538.4033,2018602.0,25.04,"USD","",""
"2026-08-13","","PFEP0540906","TWO C","Two Harbors Investment Corp 9.105%","Preferred Stock","Preferred Stock","",445199.485,2006004.0,25.12,"USD","",""
