"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-09-10","","48128B648","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",65204601,0.017737,2694405,24.2,"USD","",""
"2026-09-10","","48128B655","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",55986986.16,0.01523,2468562,22.68,"USD","",""
"2026-09-10","","94988U151","WFC","Wells Fargo & Co","Preferred Stock","PFD",50977228.63,0.014104,2928043,17.41,"USD","",""
"2026-09-10","","48128B523","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",48140623.45,0.013095,2908799,16.55,"USD","",""
"2026-09-10","","48128B549","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",47887904.16,0.013027,2696391,17.76,"USD","",""
"2026-09-10","","060505229","BAC","Bank of America Corp","Preferred Stock","PFD",46119275.12,0.012545,1964194,23.48,"USD","",""
"2026-09-10","","00206R706","T","AT&T Inc","Preferred Stock","PFD",42528570.7,0.011569,2546621,16.7,"USD","",""
"2026-09-10","","06053U601","BAC","Bank of America Corp","Preferred Stock","PFD",40215880,0.011124,2010794,20.0,"USD","",""
"2026-09-10","","48128B580","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",38229682.68,0.010399,2189558,17.46,"USD","",""
"2026-09-10","","14040H824","COF","Capital One Financial Corp","Preferred Stock","PFD",37786535.61,0.010279,2182931,17.31,"USD","",""
"2026-09-10","","060505179","BAC","Bank of America Corp","Preferred Stock","PFD",37657361.3,0.010244,1527682,24.65,"USD","",""
"2026-09-10","","00206R300","T","AT&T Inc","Preferred Stock","PFD",37631912.3,0.010237,1924906,19.55,"USD","",""
"2026-09-10","","61762V838","MS","Morgan Stanley","Preferred Stock","PFD",36631159.5,0.009964,1455350,25.17,"USD","",""
"2026-09-10","","61762V853","MS","Morgan Stanley","Preferred Stock","PFD",36194330.67,0.009846,1455341,24.87,"USD","",""
"2026-09-10","","06055H202","BAC","Bank of America Corp","Preferred Stock","PFD",35431720.63,0.0098,1897789,18.67,"USD","",""
"2026-09-10","","61761J406","MS","Morgan Stanley","Preferred Stock","PFD",35369447.64,0.009621,1457332,24.27,"USD","",""
"2026-09-10","","26441C501","DUK","Duke Energy Corp","Preferred Stock","PFD",33560163.46,0.009271,1455341,23.06,"USD","",""
"2026-09-10","","61762V606","MS","Morgan Stanley","Preferred Stock","PFD",32265330.48,0.008777,1457332,22.14,"USD","",""
"2026-09-10","","61762V200","MS","Morgan Stanley","Preferred Stock","PFD",31847159.41,0.008663,1254319,25.39,"USD","",""
"2026-09-10","","61763E207","MS","Morgan Stanley","Preferred Stock","PFD",31323664.32,0.008521,1239069,25.28,"USD","",""
"2026-09-10","","020002838","ALL","Allstate Corp/The","Preferred Stock","PFD",31095283.62,0.008459,1673589,18.58,"USD","",""
"2026-09-10","","00206R508","T","AT&T Inc","Preferred Stock","PFD",30778932.8,0.008373,1748803,17.6,"USD","",""
"2026-09-10","","61762V861","MS","Morgan Stanley","Preferred Stock","PFD",30636273.6,0.008334,1891128,16.2,"USD","",""
"2026-09-10","","14040H782","COF","Capital One Financial Corp","Preferred Stock","PFD",30232594.38,0.008224,1819049,16.62,"USD","",""
"2026-09-10","","06055H806","BAC","Bank of America Corp","Preferred Stock","PFD",30037187.36,0.008171,1886758,15.92,"USD","",""
"2026-09-10","","94988U128","WFC","Wells Fargo & Co","Preferred Stock","PFD",29480025.75,0.008156,1708987,17.25,"USD","",""
"2026-09-10","","04686J861","ATH","Athene Holding Ltd","Preferred Stock","PFD",29917637.5,0.008138,1259690,23.75,"USD","",""
"2026-09-10","","65339K837","NEE","NextEra Energy Capital Holdings Inc","Preferred Stock","PFD",29252988,0.007957,1274640,22.95,"USD","",""
"2026-09-10","","98389B878","XEL","Xcel Energy Inc","Preferred Stock","PFD",29044362.75,0.007901,1310075,22.17,"USD","",""
"2026-09-10","","95002Y400","WFC","Wells Fargo & Co","Preferred Stock","PFD",28503056.19,0.007885,1818957,15.67,"USD","",""
"2026-09-10","","55261F864","MTB","M&T Bank Corp","Preferred Stock","PFD",28069949.41,0.007775,1087561,25.81,"USD","",""
"2026-09-10","","060505195","BAC","Bank of America Corp","Preferred Stock","PFD",28451222.98,0.007739,1240786,22.93,"USD","",""
"2026-09-10","","172967242","C","Citigroup Inc","Preferred Stock","PFD",27891632.16,0.007587,1165064,23.94,"USD","",""
"2026-09-10","","842587800","SO","Southern Co/The","Preferred Stock","PFD",26221635.92,0.007133,1460002,17.96,"USD","",""
"2026-09-10","","759351885","RGA","Reinsurance Group of America Inc","Preferred Stock","PFD",26103284.22,0.007101,1020058,25.59,"USD","",""
"2026-09-10","","59156R850","MET","MetLife Inc","Preferred Stock","PFD",25554482.04,0.007069,1456926,17.54,"USD","",""
"2026-09-10","","06055H400","BAC","Bank of America Corp","Preferred Stock","PFD",25714484.4,0.006995,1571790,16.36,"USD","",""
"2026-09-10","","95002Y202","WFC","Wells Fargo & Co","Preferred Stock","PFD",24408240,0.006753,1525515,16.0,"USD","",""
"2026-09-10","","00775V104","AEGON","AEGON Funding Co LLC","Preferred Stock","PFD",24395608.32,0.006753,1346336,18.12,"USD","",""
"2026-09-10","","808513600","SCHW","Charles Schwab Corp/The","Preferred Stock","PFD",24702804.21,0.00672,1092561,22.61,"USD","",""
"2026-09-10","","59156R876","MET","MetLife Inc","Preferred Stock","PFD",24032416.5,0.006649,1172313,20.5,"USD","",""
"2026-09-10","","48128B622","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",23797670.38,0.006473,1306129,18.22,"USD","",""
"2026-09-10","","89832Q695","TFC","Truist Financial Corp","Preferred Stock","PFD",23232008.8,0.00632,1341340,17.32,"USD","",""
"2026-09-10","","345370837","F","Ford Motor Co","Preferred Stock","PFD",22903862.05,0.00623,1173955,19.51,"USD","",""
"2026-09-10","","020002788","ALL","Allstate Corp/The","Preferred Stock","PFD",22622526.66,0.006154,873794,25.89,"USD","",""
"2026-09-10","","03769M205","APO","Apollo Global Management Inc","Preferred Stock","PFD",22070880.96,0.006117,873057,25.28,"USD","",""
"2026-09-10","","493267843","KEY","KeyCorp","Preferred Stock","PFD",21838950,0.006033,873558,25.0,"USD","",""
"2026-09-10","","816851604","SRE","Sempra","Preferred Stock","PFD",21980086.56,0.005979,1103418,19.92,"USD","",""
"2026-09-10","","55261F823","MTB","M&T Bank Corp","Preferred Stock","PFD",21584020.8,0.00593,873140,24.72,"USD","",""
"2026-09-10","","345370845","F","Ford Motor Co","Preferred Stock","PFD",21787160.97,0.005927,1089903,19.99,"USD","",""
"2026-09-10","","29452E200","EQH","Equitable Holdings Inc","Preferred Stock","PFD",21215760.81,0.005875,1165061,18.21,"USD","",""
"2026-09-10","","94988U656","WFC","Wells Fargo & Co","Preferred Stock","PFD",21205536,0.005864,1004050,21.12,"USD","",""
